,f_date,company,pct_change,article
18,2020-06-10,"Amazon.com, Inc. (AMZN)",0.017913244881801745,"Britain’s Competition and Markets Authority will now make a final decision on Amazon's (AMZN +2.1%) Deliveroo minority stake by August 6.
The CMA extended the deadline from June 11 to ""take full account of representations received from the parties and third parties"" in response to April's provisional approval.
The provisional clearance, which cited the coronavirus pandemic's impact on Deliveroo's business, was protested by competitors including Just Eat and Domino's.
Last May, Amazon led a $575M funding round in Deliveroo. In Deember, the CMA launched an investigation into whether the tie-up harmed local competition.
"
20,2020-06-10,"Amazon.com, Inc. (AMZN)",0.017913244881801745,"Small businesses selling on Amazon's (NASDAQ:AMZN) e-commerce platform will receive invitations from Goldman Sachs' (NYSE:GS) Marcus brand for revolving credit lines.
The credit lines will have a fixed annual interest rate of between 6.99% and 20.99%, according to CNBC sources.
Small businesses will see the offer appear in Amazon's Seller Central section and can apply through a two-step process.
The Amazon-Goldman tie-up has been in development for two years. At one point, Amazon considered creating an online small business lending marketplace with Goldman as one of several lenders.
With the permission of sellers, Goldman will use revenue data during the approval process. Amazon won't have access to the qualification data.
Amazon has offered term loans for years. In 2019, the tech giant loaned over $1B to 14,000 US-based sellers.
"
22,2020-06-09,"Amazon.com, Inc. (AMZN)",0.030427187231997662,"In April, Amazon (AMZN +3.7%) announced it was building ""incremental testing capacity"" for the coronavirus.
CNBC sources report that Amazon is now ramping up those plans with the goal of testing the majority of its warehouse workers every two weeks.
Workers will be guided to use a nasal swab under the supervision of a clinical professional.
The company is also developing standalone diagnostic labs in several sites that will analyze some samples."
23,2020-06-09,"Amazon.com, Inc. (AMZN)",0.030427187231997662,"Seeing continued demand strength ahead, Wells Fargo lifts its Amazon (NASDAQ:AMZN) target from $2,725 to $3,000 and maintains an Overweight rating.
Analyst Brian Fitzgerald: ""While we note ramping local fulfillment capabilities and exceptionally strong e-commerce data pts from omnichannel retail competitors, we nonetheless expect that AMZN is likely to benefit from exceptionally strong e-commerce demand in 2Q, likely extending into 2H20.""
The analyst expects customers to shift back to prioritizing rapid deliveries as the pandemic-related lockdowns ease up and work and school schedules grow more hectic.
Amazon shares are up 0.2% to $2,529.48. The company has a Very Bullish average Wall St. Analysts rating.
"
25,2020-06-08,"Amazon.com, Inc. (AMZN)",0.016536471606927068,"Calling Amazon (NASDAQ:AMZN) the ""best global play"" coming from the coronavirus pandemic, RBC raises its price target from $2,700 to $3,300.
Analyst Mark Mahaney cites the firm's annual U.S. Online Shopping Survey, which had questions focusing on both Amazon and the coronavirus pandemic.
The survey results showed online retail as the ""structural winner"" from the pandemic with Amazon out front as the market leader.
Mahaney: ""Most importantly, Prime penetration surged to 67% vs. 59% in 2019--we see Amazon rapidly approaching 200MM Prime subs worldwide, upfrom 150MM in January.""
RBC maintains an Outperform rating on Amazon, which has a Very Bullish average Wall St. Analysts rating.
Amazon shares are up 1.1% pre-market to $2,509.40.
See all stocks on the move »"
26,2020-06-08,"Amazon.com, Inc. (AMZN)",0.016536471606927068,"""I’ve been humbled many times in my career, and I’m sure I’ll be many times in the future,"" Stan Druckenmiller tells CNBC. ""And the last three weeks certainly fits that category.""
Druckenmiller one month ago called the risk-reward in the stock market as bad as he's ever seen. At the time, he felt the pandemic had broken the back of a credit bubble, and that the unwinding of all the leverage would take years. The S&P 500 has since rallied another 11%
Where he got things wrong? First, Druckenmiller said he underestimated ""how many red lines and how far the Fed would go."" Second, he failed to anticipate the ""excitement of reopening,"" and the effect it would have on some of the hardest-hit names.
Amazon (NASDAQ:AMZN) and Microsoft (NASDAQ:MSFT) remain among his largest holdings, but growth stocks in general have the lowest weighting in his portfolio in six or seven years.
Mr. Market humbles Stan Druckenmiller
"
27,2020-06-08,"Amazon.com, Inc. (AMZN)",0.016536471606927068,"An internal timeline seen by Business Insider indicates that a launch date for Amazon's (NASDAQ:AMZN) Prime Air drone delivery program has been set for August 31.
But people close to the program say whatever drone service Amazon is able to launch in the near term will amount to ""little more than a glorified trial in a controlled and extremely limited area.""
While the company has developed strong drone technology, insiders acknowledge that the Prime Air team has struggled to find a clear direction, hampered by internal conflict, lack of focus and regulatory obstacles.
Prime Air is designed to deliver packages under five pounds in 30 minutes or less using fully electric drones that can fly up to 15 miles.
"
29,2020-06-04,"Amazon.com, Inc. (AMZN)",-0.007181974138086542,"Tesla (NASDAQ:TSLA) CEO Elon Musk, in a reply on twitter, called for Amazon (NASDAQ:AMZN) to be broken up, noting ""monopolies are wrong!""
The tweet comes days after the entrepreneur said he was ""off twitter for a while"" and was in response to an email image of Amazon's restriction on a book that discussed the COVID-19 pandemic.
CNBC in a segment highlighted the animosity that may potentially exist between Elon and Amazon.com's CEO Jeff Bezos, not to mention their competing interests in space, with the latter's co. Blue Origin also building space craft. Amazon also invested in Rivian, an electric vehicle manufacturer.
The WSJ in late May also published a story noting that Amazon was in discussions to buy a driverless-technlogy startup named Zoox.
The tweet also comes at a time of increased regulatory scrutiny for some of the largest tech names. Wedbush's Dan Ives called it a ""storm cloud.""
Moments later, Elon Musk lent support to Jack Dorsey, saying ""Jack is doing his best. I support him"" -- a reply to an individual critiquing Twitter (NYSE:TWTR) and asking Musk to create a social site.
Tesla shares have lost steam in the early afternoon, now probing the lows of the day.
See all stocks on the move »"
30,2020-06-04,"Amazon.com, Inc. (AMZN)",-0.007181974138086542,"Amazon (NASDAQ:AMZN) is in early-stage talks with India's telecom giant Bharti Airtel (OTCPK:BHRQY) for a roughly 5% stake in the company, reports Reuters. A deal of that size would be around $2B.
Bharti said they routinely work with all digital players to bring their products, content, and services to customers. ""Beyond that there is no other activity to report,"" it said in a statement.
Lately, global players are vying for the slice in Indian digital market after Reliance Industries-owned Jio raised $10B from Facebook, KKR and other entities.
Bharti shares are up 4%.
"
31,2020-06-03,"Amazon.com, Inc. (AMZN)",0.002422733370759935,"Amazon (NASDAQ:AMZN) says it will lease 12 Boeing 767-300 converted cargo aircraft from Air Transport Services Group (NASDAQ:ATSG).
The aircraft will join Amazon's existing fleet to bring its total network to over 80 aircraft.
Amazon continues to expand on-the-ground operations in addition to aircraft. Amazon will open new Regional Air Hubs at Lakeland Linder International Airport in Florida later this summer and at San Bernardino International Airport next year, along with the central Amazon Air Hub at the Cincinnati/Northern Kentucky International Airport in 2021.
Source: Press Release
"
33,2020-06-02,"Amazon.com, Inc. (AMZN)",0.0005543710253090309,"Amazon.com (NASDAQ:AMZN) - which postponed its annual Prime Day event due to the impact of the coronavirus pandemic - has set up a ""summer sale"" for June to boost sellers hurt by the outbreak and swimming in inventory, CNBC reports.
The company told brands it would launch a fashion sale June 22, to run anywhere from 7-10 days, and that participation in the event was ""invitation only.""
It's building landing pages with a working title ""Biggest Sale in the Sky,"" and has asked brands to meet an end-of-Wednesday deadline to submit deals with a discount of at least 30%. Other details aren't clear, such as whether the sale will be restricted to Prime members.
The news follows reports that Amazon warehouse operations are starting to return to normal after it prioritized essential equipment shipments with the U.S. onset of the COVID-19 outbreak.
"
35,2020-06-01,"Amazon.com, Inc. (AMZN)",0.011738565666376266,"Morgan Stanley hikes its price target on Amazon (AMZN +1.1%) to $2,800 from $2,600 on an online buying thesis that continues to gain strength.
""2020 is setting up to be an e-commerce inflection year as the combination of shelter-in place, lower spend on experiences (dining out, bars, travel, etc) and gov’t stimulus have driven dollars online. Trends have accelerated monthly as shoppers have moved from stocking up (March), to buying more essentials and home items (March/April), to broad based larger, more frequent buying (April to now) as our bottom-up e-commerce model leads us to estimated 58% Y/Y e-commerce growth in April.""
MS has an Overweight rating on Amazon.
Shares of Amazon have been in an accelerated upward trend since the lockdowns began in the U.S.
"
37,2020-05-31,"Amazon.com, Inc. (AMZN)",0.011738565666376266,"As the death of George Floyd sparks demonstrations across the country, Amazon (NASDAQ:AMZN) is scaling back deliveries and adjusting routes in a number of cities including Chicago, Los Angeles and Portland.
The e-commerce giant is ""in close contact with local officials"" and will only reopen delivery stations when it can ""ensure the safety of our teams.""
"
41,2020-05-28,"Amazon.com, Inc. (AMZN)",-0.003854063206528779,"Amazon (NASDAQ:AMZN) says it will offer 125K of the 175K temporary workers it hired since March the option to stay on full time, signaling that the company expects its recent growth to continue.
Amazon says it will begin telling the employees in June that they can keep their roles longer term, and the remaining 50K workers it has brought on will stay on seasonal contracts that last up to 11 months.
The company has not disclosed how much it is spending to make the positions permanent and whether the cost would be in addition to the $4B it has forecast for virus-related expenses.
Amazon said it had 840K full and part-time staff at the end of Q1, while it still was in the process of hiring and has not reported an updated number.
"
47,2020-05-27,"Amazon.com, Inc. (AMZN)",-0.004736117485418386,"Morgan Stanley's Adam Jonas thinks Amazon (NASDAQ:AMZN) could be heading down the path of a last-mile delivery future using autonomous vehicles if it acquires Zoox.
""Following on from AMZN's commitment to buy 100,000 Rivian delivery vans between 2021-24, a potential Zoox transaction could make those custom vans autonomous as well. Together with AMZN's foray into autonomous line-haul trucking (Amazon's Self Driving Trucks and Autonomous Delivery Bots, Embark Releases AV Data, Boeing's Heavy Delivery Drone, CES Updates and More...) this could give AMZN autonomous middle-mile and last-mile capability,"" writes Jonas.
Importantly, Jonas notes that UPS (NYSE:UPS) and FedEx (NYSE:FDX) would have to respond to keep up with the cost and ESG benefits of an autonomous delivery platform from Amazon. That means more capex spending for both.
"
48,2020-05-26,"Amazon.com, Inc. (AMZN)",-0.006163527428979822,"Amazon (NASDAQ:AMZN) is in advanced talks to acquire Zoox Inc. in a move that would expand the company's reach in autonomous vehicle technology, WSJ reports.
The companies are discussing a deal that would value Zoox at less than the $3.2B it achieved in a funding round in 2018, according to the report.
Zoox has been working to develop the hardware and software needed to create electric powered robot taxis that would be summoned by a smartphone app starting this year.
"
51,2020-05-22,"Amazon.com, Inc. (AMZN)",-0.004029895714419751,"A day after launching its food delivery service in India, Amazon (NASDAQ:AMZN) said it plans to hire 50,000 seasonal workers to meet a surge in online shopping in the country.
The population has been stuck indoors for two months in a lockdown to fight the coronavirus outbreak.
""We want to continue helping customers all over India get everything they need so they can continue to practice social distancing,"" Amazon senior executive Akhil Saxena said in a statement on the company's blog.
"
52,2020-05-21,"Amazon.com, Inc. (AMZN)",-0.020496870304857362,"As Amazon.com (AMZN +0.5%) plots a return to pre-pandemic normalcy, it's moving its key Prime Day shopping event to September from July, the WSJ reports.
It's also opened up unlimited shipments of nonessential goods to warehouses, after earlier limiting those amid supply strains brought on by the COVID-19 pandemic, according to the report.
That's an indication that Amazon can now process orders more quickly and return to its pre-pandemic Prime shipping commitment, though perhaps not quite quickly enough to handle a summer Prime Day, when the company moves heavy amounts of discounted merchandise.
It could take months to return to normalcy on shipping speeds, the report says.
"
53,2020-05-21,"Amazon.com, Inc. (AMZN)",-0.020496870304857362,"Amazon.com (NASDAQ:AMZN) has launched its food delivery service in India, with an opportunity open as local players cut their workforces.
Amazon Food is now open in parts of Bangalore after a few delays, including one spurred by a nationwide stay-at-home order. It's promoting ""free and contactless delivery"" along with ""hygiene certified restaurants.""
It's been testing the delivery service with select restaurant partners there since earlier this year.
Amazon's latest move presents potential disruption (in this case) to existing players Zomato (which bought Uber Eats' India business earlier this year), Swiggy (backed by Prosus (OTCPK:PROSY)), and Dunzo (backed by Google (GOOG, GOOGL)).
Swiggy and Zomato are losing more than $15M a month; a VC at India Quotient says food delivery firms must keep subsidizing the cost of food items since otherwise most of their customers can't afford them.
"
54,2020-05-21,"Amazon.com, Inc. (AMZN)",-0.020496870304857362,"Amazon (NASDAQ:AMZN) says it is planning five new utility-scale solar projects in China, Australia and the U.S. that further support its commitment to reach 80% renewable energy by 2024 and 100% renewable energy by 2030 or perhaps as early as 2025.
One of the new projects is a 100 MW solar project in Shandong that will be Amazon's first renewable energy project in China.
The other projects include Amazon's second renewable energy project in Australia, a 105 MW facility, plus two new projects in Ohio and another in Virginia.
When complete, the five new projects will total 615 MW of installed capacity and supply ~1.2M MWh of additional renewable energy to the company's fulfillment network.
ETF: TAN
"
56,2020-05-20,"Amazon.com, Inc. (AMZN)",0.0198461871009613,"Amazon.com (AMZN +1.4%) releases its first original big-budget videogame today, a bellwether that should indicate whether it can get a foothold against other longtime industry players as well as tech-giant rivals moving on the space.
Today's release, Crucible, is a free-to-play PC game with third-person combat perspective, where players battle human and alien competitors on a distant planet.
And it will be followed in August by New World, an open-world massively multiplayer online game set on a mysterious island. And the future holds a Lord of the Rings game.
Amazon entered game publishing with a smaller focus in 2012; today marks a step up to compete in upper tiers of the $159B global videogame industry.
Crucible is following a well-worn path of free-to-play games that make money by selling digital merchandise and seasonal battle passes, while New World is expected to price at $40 for a standard edition and $50 for deluxe.
Those games will indicate whether Amazon can make revenue and talent-poaching inroads against established publishers (led by Activision Blizzard (ATVI +1.2%), Electronic Arts (EA +1.9%) and Take-Two (TTWO +2.6%)), as well as build momentum for Amazon's hopeful entry into full game-streaming as a rival to Google Stadia (GOOG +2.2%, GOOGL +2.2%).
Meanwhile Amazon will be able to get marketing leverage from its game-focused video streamer Twitch, which is facing competition from Facebook Gaming (FB +6%).
See all stocks on the move »"
57,2020-05-19,"Amazon.com, Inc. (AMZN)",0.009508489570332568,"Amazon (NASDAQ:AMZN) and J.C. Penney (NYSE:JCP) haven't responded to yesterday's report from Women's Wear Daily of talks between the two companies on a deal.
If there is a deal to be made, it might have to do with creating new distribution centers for the e-commerce giant. The Milwaukee Business Journal reported last month that Amazon was looking to take over a former JCP warehouse in Wauwatosa, Wisconsin for that purpose. That plan included a demolition of parts of the J.C. Penney building to build an Amazon Hub.
It's hard to believe that Amazon won't grab some real estate at an attractive price if a deal goes through with the bankrupt department store chain.
"
58,2020-05-18,"Amazon.com, Inc. (AMZN)",0.006838790595687169,"Amazon (NASDAQ:AMZN) will reopen its six French warehouses tomorrow with about 30% of the staff on a voluntary basis, according to three local union officials.
The warehouses closed on April 16 after a court banned non-essential shipments to protect workers from the coronavirus. The union agreement lifts that ban.
A maximum of 50% of employees will return during a first phase, which ends next Monday.
The full 10,000 permanent and temporary staff will return to work by June 2.
Until June 2, the voluntary workers will receive a €2/hour bonus. Employees who stay at home will receive their full base salary.
Amazon has agreed to cut the working day by 15 minutes to create a larger gap between shifts.
"
61,2020-05-16,"Amazon.com, Inc. (AMZN)",0.006838790595687169,"Amazon (NASDAQ:AMZN) says it will make somebody available to testify to the U.S. House of Representatives Judiciary Committee on the usage of third-party sellers' data, but didn't promise to deliver Jeff Bezos.
The committee is keying in on if Amazon used sensitive business info from independent sellers on its platform to develop products to sell.
""We have been working with the Committee in good faith for nearly a year to provide answers and information, and we remain prepared to make the appropriate Amazon executive available to the Committee to address these issues,"" reads a blog post from the Seattle e-commerce giant.
"
63,2020-05-15,"Amazon.com, Inc. (AMZN)",0.008761508734902682,"According to a statement to Bloomberg, Amazon (NASDAQ:AMZN) will gradually reopen its six warehouses in France starting on May 19.
Amazon says it's ""currently finalizing a process with French Unions and Works Councils, and we are hopeful that we will be able to re-open our French fulfillment centers in the coming days.""
The e-commerce giant suspended the operations five weeks ago after a court banned non-essential shipments until appropriate coronavirus safety measures were put in place for workers.
Amazon appealed the decision, lost, and said it would challenge that loss in France's highest court. Amazon didn't say whether the legal challenge would continue.
"
64,2020-05-15,"Amazon.com, Inc. (AMZN)",0.008761508734902682,"Retail sales plummeted 16.2% on a month-to-month comparison, and were off 16.0% year-over-year in April after backing out the auto and gas categories.
Laggards during the month with eye-popping declines included the categories of electronics stores (-60.7% M/M, -64.8% Y/Y), clothing stores (-78.8% M/M and -89.3% Y/Y) and furniture/home furnishing sales (-58.7% M/M and -66.5% Y/Y).
The nonstore retailers category that includes Amazon (NASDAQ:AMZN), Wayfair (NYSE:W), Etsy (NASDAQ:ETSY) and gang saw an 8.4% M/M increase in sales during the month.
Grocery store sales fell 13.2% in April from March as consumer stockpiling cooled off, but the monthly tally was still 13.2% higher than a year ago. Kroger (NYSE:KR), Sprouts Farmers Market (NASDAQ:SFM), Walmart (NYSE:WMT), Target (NYSE:TGT) and Costco (NASDAQ:COST) all had a piece of those sales. Building material and garden equipment sales also held up (-3.5% M/M, +0.4% Y/Y), indicating strength for Home Depot (NYSE:HD) and Lowe's (NYSE:LOW) even with store traffic metered.
ETFs: XLY, XRT, VCR, FDIS, RTH, RETL, IYC, EMTY, IYK, FXD, UCC, RCD, WANT, SCC, UGE, PASS, SZK, FTXD, JHMC
Previously: Record fall in U.S. retail sales in April (May 15)
"
65,2020-05-15,"Amazon.com, Inc. (AMZN)",0.008761508734902682,"Amazon (NASDAQ:AMZN) has disclosed a sixth worker death from the coronavirus, although it's not clear how or when George Leigh, 59, who worked out of a distribution center in Bethpage, NY, contracted the disease.
Pressure is still building on the company to release complete data on warehouse workers, and how many have been infected or died from COVID-19.
Jana Jumpp, an Amazon worker in Indiana who has independently been tracking cases, estimates at least 900 employees have contracted the virus and at least 10 have died.
"
66,2020-05-14,"Amazon.com, Inc. (AMZN)",0.008839055664653445,"The United State Postal Service is collecting bids from consulting firms to reassess what the agency charges companies such as Amazon (AMZN +0.2%), UPS (UPS -0.3%) and FedEx (FDX -1.5%) for last mile deliveries.
It's unclear if the shippers would absorb any extra costs, pass them on to retailers and consumers or invest to boost their own last-mile capabilities.
Underlying the urgent review, postal leaders have warned the agency could lose $13B this year as the pandemic clipped the volume of personal and marketing mail of which USPS makes its highest profit margin. Historically, Congress has had a difficult time cutting losses at the postal agency due to the high number of jobs in local districts.
"
67,2020-05-14,"Amazon.com, Inc. (AMZN)",0.008839055664653445,"In a filing, Domino's Pizza says the UK's competition authority didn't consider other lifelines for Deliveroo when provisionally approving Amazon's (AMZN -0.2%) minority investment.
Last month, the Competition and Markets Authority said Deliveroo would have to pull out of the market due to coronavirus pressures without Amazon's involvement.
The CMA has until later this month to issue its final decision.
Related: In 2019, Amazon reportedly contributed $500M of a $575M round for Deliveroo, which raised questions due to the shuttering of Amazon Restaurants in the UK the prior year.
"
68,2020-05-13,"Amazon.com, Inc. (AMZN)",0.004654307994680022,"Unlike Stanley Druckenmiller and David Tepper, who are calling the stock market overvalued, Bill Miller, doesn't see the market as ""dramatically overvalued.""
One area he points to the financial sector. Banks, which have been beaten down since late February, are ""very, very cheap relative to the market based on history,"" the founder of Miller Value Partners told CNBC in an interview.
If the recovery leads to a steepening of the yield curve, it will be a ""different story on banks,"" he said.
He also still likes Amazon (AMZN +0.3%) and ""even at the current price"" sees ""exceptional potential"" for the tech/ecommerce giant.
Miller estimates that AMZN revenue can rise 20%-25% per year for the next three years, or doubling revenue during that period.
ETFs: XLF, FAS, FAZ, VFH
"
69,2020-05-13,"Amazon.com, Inc. (AMZN)",0.004654307994680022,"Amazon (NASDAQ:AMZN) asks Congress to pass a federal law prohibiting price gouging during national emergencies.
Price gouging is currently illegal in certain states during emergencies, but the rules vary between states.
Brian Huseman, a VP of public policy at Amazon: ""The disparate standards among states present a significant challenge for retailers working to assist law enforcement, protect consumers, and comply with the law.""
Amazon, which faced legislative criticism earlier this year for third-party price gouging on its platform, says the federal law should be enforced by the FTC and the states.
In other AMZN news, the company is extending the $2/hour pay hikes and double overtime pay for warehouse workers for two more weeks, which means normal pay resumes in June.
The extension will bring total salary costs for hourly employees up to nearly $800M.
"
70,2020-05-13,"Amazon.com, Inc. (AMZN)",0.004654307994680022,"Haven — the health care organization formed by Amazon (AMZN -0.1%), Berkshire Hathaway (BRK.B -1.7%), JPMorgan Chase (JPM -3.2%) — confirms it is looking for a new CEO, following reports from May 9.
Atul Gawande is stepping down as CEO and will serve as chairman of Haven's board.
He made the move to devote more time ""to policy and activities addressing the immediate and long-term threats to health and health systems from COVID-19,"" he said in a statement.
In the interim, Chief Operating Officer Mitch Betses will manage Haven's day-to-day operations.
"
71,2020-05-13,"Amazon.com, Inc. (AMZN)",0.004654307994680022,"Last weekend, Amazon (AMZN +2.1%) started informing third-party sellers it would lift restrictions on non-essential item shipments.
Earlier this week, Amazon restored featured deals, coupons, and product recommendations to its site, which were all removed to discourage additional purchases.
The Prime Pantry grocery service is now back online after pausing in March due to demand. Customers enrolling in Amazon Fresh no longer have to join a waitlist.
Next-day delivery has started to return for some U.S. markets.
Related: In the recent earnings report, Amazon committed $4B of Q2 profits to coronavirus-related spending, including shipments and employee safety.
"
72,2020-05-13,"Amazon.com, Inc. (AMZN)",0.004654307994680022,"Amazon's (NASDAQ:AMZN) updated entry-level Fire HD 8 gets a processor boost from a 1.3GHz to a 2.0 GHz quad-core chip, which Amazon says is 30% faster.
RAM increases from 1.5GB on the older model to 2GB. The storage options double to the choice of 32GB or 64GB with up to 1TB expandable storage.
The Fire HD 8 starts at $89.99 or $159.99 for a two-pack bundle.
The Kids Edition of the HD 8 ($139.99) throws in the kid-proof case, a two-year extended replacement program, and a free year of the FreeTime service.
The new Fire HD 8 Plus ($109.99) has 3GB of RAM, Qi wireless charging, and six months of the Kindle Unlimited service.
Preorders open today, and the tablets start shipping on June 3.
"
73,2020-05-13,"Amazon.com, Inc. (AMZN)",0.004654307994680022,"Amazon (NASDAQ:AMZN) plans to extend the closure of its six French warehouses until May 18, following court rulings that ordered it to restrict deliveries during the COVID-19 pandemic or face hefty fines.
The facilities have been closed since April 16. Amazon is consulting with staff representatives and is reviewing a request for an additional independent expert report.
"
74,2020-05-12,"Amazon.com, Inc. (AMZN)",-0.021606496056454937,"""The risk-reward for equity is maybe as bad as I've seen it in my career,"" says Stanley Druckenmiller, speaking at an event for The Economic Club of New York. The V-shaped recovery, he says, is ""a fantasy.""
Always hedging, he adds this line: ""The wild card here is the Fed can always step up [asset] purchases.""
Scratching his head about the excitement surrounding Gilead's remdesivir, Druckenmiller says he can't see why anyone would change their behavior over the viral drug.
Differing with some other hedge fund heavy hitters, Druckenmiller says the government's massive stimulus push is more likely to be deflationary than inflationary.
On Amazon (NASDAQ:AMZN), he sounds like a fan: ""We should just get down on our knees and thank the Lord that this company existed in this pandemic.""
"
75,2020-05-12,"Amazon.com, Inc. (AMZN)",-0.021606496056454937,"Thirteen U.S. attorneys general write to Amazon (NASDAQ:AMZN) requesting data on worker infections and deaths plus evidence the company is complying with paid sick leave laws during the coronavirus pandemic.
The letter, led by Massachusetts AG Maura Healey, asks for a state-by-state breakdown for the worker statistics, including Whole Foods employees.
Amazon's safety standards and worker treatment have led to a wave of strikes, the exit of a prominent AWS engineer, and a television news specials.
In France, Amazon's six warehouses remain closed after a labor complaint led a court to ban non-essential shipments, which Amazon appealed and lost.
"
